MPID,name.x,constituency,Hluttaw,committee.x,position,
LWMP-02-0161,ဦးမြင့်ဝေ,ဂွမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ကျေးလက်လူမှုဘဝဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0221,ဦးခွန်သန်းထူး,ဆီဆိုင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ကျေးလက်လူမှုဘဝဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0270,ဦးအောင်ကျော်ဟိန်း,တနင်္သာရီမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ကျေးလက်လူမှုဘဝဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0070,ဦးမိုးရွှေ,ပူတာအိုမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ကျေးလက်လူမှုဘဝဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0114,ဒေါက်တာသန်းအောင်စိုး,မင်းလှမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ကျေးလက်လူမှုဘဝဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0043,ဒေါက်တာသန်းအောင်စိုး,မင်းလှမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ကျေးလက်လူမှုဘဝဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0244,ဦးစိုင်းခတ္တိယ,မိုင်းဆတ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ကျေးလက်လူမှုဘဝဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0154,ဦးစောထွန်း,မုဒုံမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ကျေးလက်လူမှုဘဝဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0257,ဦးခင်မောင်မြင့်,ရပ်စောက်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ကျေးလက်လူမှုဘဝဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0117,ဦးတိုးရွှေ(ခ)​​ဒေါက်တာတင်ဌေးအောင်,ရေစကြိုမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ကျေးလက်လူမှုဘဝဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0265,ဦးစိုင်းသန့်ဇင်,သီပေါမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ကျေးလက်လူမှုဘဝဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0329,ဦးမောင်မောင်ဦး,အင်းစိန်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ကျေးလက်လူမှုဘဝဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အတွင်းရေးမှူး,
,ဒုတိယဗိုလ်မှူးကြီးညီညီလွင်,,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် တရားစီရင်ရေးနှင့် ဥပဒေရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0288,ဒေါ်အေးမြမြမျိုး,ကျောက်တန်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် တရားစီရင်ရေးနှင့် ဥပဒေရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0030,ဦးလှသန်း,ကဝမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် တရားစီရင်ရေးနှင့် ဥပဒေရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0162,ဦးမောင်သိန်းခိုင်,စစ်တွေမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် တရားစီရင်ရေးနှင့် ဥပဒေရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0129,ဒေါ်စိုးနွယ်အေး,တံတားဦးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် တရားစီရင်ရေးနှင့် ဥပဒေရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0107,ဦးအောင်တင်လင်း,နတ်မောက်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် တရားစီရင်ရေးနှင့် ဥပဒေရေးရာကော်မတီ,အတွင်းရေးမှူး,
LWMP-02-0312,ဒေါ်မြင့်မြင့်စိုး (ခ) ဒေါ်မေစိုး,ဗိုလ်တထောင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် တရားစီရင်ရေးနှင့် ဥပဒေရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0085,ဦးအေးမောင်,ဘောလခဲမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် တရားစီရင်ရေးနှင့် ဥပဒေရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0113,ဦးဝင်းဝင်း,မင်းဘူးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် တရားစီရင်ရေးနှင့် ဥပဒေရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0073,ဦးချင်းဖေလင်း,မံစီမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် တရားစီရင်ရေးနှင့် ဥပဒေရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0170,ဦးတင်နု (ခ) ဦးတင်နုအောင်,မာန်အောင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် တရားစီရင်ရေးနှင့် ဥပဒေရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0020,ဒေါက်တာဦးအေးကြူ,လပွတ္တာမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် တရားစီရင်ရေးနှင့် ဥပဒေရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0320,ဦးခင်မောင်ဝင်း,လမ်းမတော်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် တရားစီရင်ရေးနှင့် ဥပဒေရေးရာကော်မတီ,ဥက္ကဋ္ဌ,
LWMP-02-0276,ဒေါ်ခင်စန္ဒီ,လောင်းလုံးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် တရားစီရင်ရေးနှင့် ဥပဒေရေးရာကော်မတီ,အဖွဲ့ဝင်,
,ဗိုလ်ချုပ်သန်းထွတ်သိန်း,,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် တိုင်းရင်းသားရေးရာနှင့် ပြည်တွင်းငြိမ်းချမ်းရေးဖော်ဆောင်မှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0177,ဒေါက်တာလှိုင်မြင့်ဟန်,ကန့်ဘလူမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် တိုင်းရင်းသားရေးရာနှင့် ပြည်တွင်းငြိမ်းချမ်းရေးဖော်ဆောင်မှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0123,ဒေါက်တာစိုင်းလှသိန်း,ချမ်းမြသာစည်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် တိုင်းရင်းသားရေးရာနှင့် ပြည်တွင်းငြိမ်းချမ်းရေးဖော်ဆောင်မှုကော်မတီ,အဖွဲ့ဝင်,
